Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales
Jaguar,ID.Buzz,272.0,66113.92660119529,74.67963300597646,176.26130278884693,5.651913860508161,135.60849345612425,5.0,2021-07-30 00:00:00,2021-07-30 00:00:00,139.0
Lucid,Air,339.0,74912.55397390974,99.15276986954868,221.0674090576045,4.224322659689598,148.5796322586736,4.0,2019-07-29 00:00:00,2019-07-29 00:00:00,90.0
Hyundai,ID.4,340.0,60155.71905124431,67.20343428955843,45.40685829642048,2.563791918048865,202.0140092431697,4.0,2021-09-05 00:00:00,2021-09-05 00:00:00,32.0
Jaguar,ID.Buzz,320.0,74478.18605317481,90.93093026587408,52.2297539494718,3.4632626283131307,141.9130785569568,5.0,2019-11-25 00:00:00,2019-11-25 00:00:00,157.0
Audi,I-PACE,299.0,11578.411413725107,85.33205706862555,77.39596308267018,5.893640934188176,81.89311522792893,5.0,2023-09-23 00:00:00,2023-09-23 00:00:00,133.0
Jaguar,ID.Buzz,260.0,46770.5589174994,92.292794587497,89.73997483833722,7.540312064923031,138.91266521213404,4.0,2023-01-08 00:00:00,2023-01-08 00:00:00,182.0
Audi,ID.Buzz,323.0,76332.71196772867,64.13355983864332,150.38357929912613,6.371899536976052,145.6283626972404,5.0,2021-02-22 00:00:00,2021-02-22 00:00:00,108.0
Jaguar,Ioniq 5,385.0,63867.09328803056,69.21546644015278,150.38357929912613,4.322247544986732,125.83966750689686,5.0,2020-07-05 00:00:00,2020-07-05 00:00:00,144.0
Rivian,Model Y,299.0,51440.37580332519,82.91187901662595,251.56086440714947,4.983718268158304,116.28924320553357,5.0,2017-11-17 00:00:00,2017-11-17 00:00:00,86.0
Polestar,Model Y,304.0,50385.4493180938,91.97224659046898,150.38357929912613,4.751204637520138,116.87622290555062,4.0,2020-05-03 00:00:00,2020-05-03 00:00:00,35.0
Chevrolet,XC40 Recharge,294.0,41665.51373334888,78.32756866674441,135.34603649305623,5.196203561290638,89.93368595744587,5.0,2021-03-26 00:00:00,2021-03-26 00:00:00,23.0
Rivian,Ariya,234.0,52795.095606129486,46.52047803064743,216.30866050398765,5.239500251108515,90.47037653990527,7.0,2016-10-27 00:00:00,2016-10-27 00:00:00,93.0
Polestar,R1T,317.0,51955.33260316573,92.79166301582866,22.19615249011018,4.528679299240797,121.28210880352806,5.0,2016-02-01 00:00:00,2016-02-01 00:00:00,30.0
Ford,EQS,223.0,83082.43246427047,94.4371623213524,155.4683813322655,3.944095060780575,160.32768294922664,5.0,2015-06-18 00:00:00,2015-06-18 00:00:00,79.0
Kia,EV6,299.0,41273.47518258879,66.76237591294395,177.20213943423505,5.979576438273197,128.25165280981855,4.0,2021-04-03 00:00:00,2021-04-03 00:00:00,149.0
Kia,F-150 Lightning,304.0,36904.41257411474,87.76206287057371,205.76400050945296,5.10092449365872,86.14759667920136,5.0,2015-08-18 00:00:00,2023-10-22 00:00:00,154.0
BMW,Kona,302.0,61295.28963379327,82.38144816896633,194.72499062972457,4.698492368148669,160.989594711465,5.0,2021-06-07 00:00:00,2021-06-07 00:00:00,91.0
Volvo,Model Y,235.0,10112.890476512575,61.62945238256289,163.11145886958667,6.25102792865906,43.651662614306034,5.0,2023-04-30 00:00:00,2023-04-30 00:00:00,109.0
Volvo,Leaf,264.0,10941.96611875142,88.3248305937571,214.78365763539185,6.776365845066837,96.19045817081756,5.0,2021-06-22 00:00:00,2021-06-22 00:00:00,113.0
Lucid,I-PACE,334.0,75762.78309298672,74.9947603971053,218.38796250671737,4.878349282500545,146.44310681478865,4.0,2015-04-16 00:00:00,2015-04-16 00:00:00,74.0
Rivian,Silverado EV,303.0,57318.71042562862,54.6285521281431,182.4873000556012,4.983718268158304,124.09966315401348,5.0,2020-08-16 00:00:00,2020-08-16 00:00:00,102.0
Rivian,I-PACE,264.0,17368.292436735315,88.47646218367657,99.41274794576576,7.416160017297946,66.10772805207259,5.0,2020-05-09 00:00:00,2020-05-09 00:00:00,154.0
Tesla,Air,246.0,62760.40438278962,106.72202191394808,157.59017845229977,4.624016239133016,129.27559588548047,5.0,2020-04-19 00:00:00,2020-04-19 00:00:00,186.0
Tesla,R1T,340.0,51255.24306978666,40.45121534893329,191.06159921838128,5.877908369880196,115.30418367642405,5.0,2015-09-28 00:00:00,2021-06-14 00:00:00,82.0
Volvo,I-PACE,301.0,30551.451450971428,79.58725725485715,136.1071012594155,4.743454056051578,121.55997927971114,5.0,2016-02-28 00:00:00,2016-02-28 00:00:00,96.0
BMW,iX,243.0,69723.05664760903,78.99528323804515,184.9313848000334,4.800857930215149,125.89793879337536,5.0,2017-05-27 00:00:00,2017-05-27 00:00:00,43.0
Volkswagen,Ioniq 5,290.0,85906.53039136664,57.68765195683322,146.59215544429708,3.962094150942965,143.8449474671557,7.0,2023-07-05 00:00:00,2023-07-05 00:00:00,154.0
Kia,F-150 Lightning,259.0,97478.04217157578,90.39521085787892,121.591618634169,4.403769844065245,175.8142862086386,5.0,2020-11-14 00:00:00,2020-11-14 00:00:00,101.0
Volkswagen,Leaf,315.0,64761.51389295658,58.6225694647829,157.4842471868796,5.875191857363663,127.98753438138772,4.0,2021-01-29 00:00:00,2021-01-29 00:00:00,131.0
Lucid,Silverado EV,362.0,66901.33320753832,76.26666603769159,81.5600911883576,3.985774994261286,116.97965327224904,5.0,2023-12-02 00:00:00,2023-12-02 00:00:00,116.0
Audi,Niro,245.0,87737.37498267462,63.77187491337312,162.63752774322043,5.618657087404055,120.73071821366536,5.0,2018-12-21 00:00:00,2018-12-21 00:00:00,104.0
Volvo,EQS,307.0,62668.57179466824,59.61285897334122,114.2005666874964,4.740588381606743,167.3064453342323,5.0,2016-03-29 00:00:00,2016-03-29 00:00:00,91.0
Volvo,EQS,306.0,54899.73494909064,80.56867474545322,178.90049323604947,5.111428703333631,129.0697292169023,4.0,2019-03-17 00:00:00,2019-03-17 00:00:00,95.0
Audi,Q4 e-tron,192.0,33945.87965846368,64.32439829231839,93.19109705902363,4.797003553437454,135.0327085294963,5.0,2017-09-09 00:00:00,2017-09-09 00:00:00,78.0
Mercedes-Benz,Ioniq 5,341.0,60155.71905124431,94.20721048930707,245.7697986658516,3.1359101414101107,153.63506461681044,5.0,2015-07-11 00:00:00,2015-07-11 00:00:00,85.0
Nissan,I-PACE,404.0,37732.55711360808,75.32778556804037,98.8438723055068,4.809981513960105,126.82367242226908,5.0,2019-08-26 00:00:00,2019-08-26 00:00:00,102.0
Jaguar,F-150 Lightning,306.0,86371.74561593462,87.9037280796731,192.83505080463792,5.116924335180706,190.9459544370552,7.0,2020-01-05 00:00:00,2020-01-05 00:00:00,141.0
Tesla,Niro,367.0,41279.92079597748,86.97460397988739,142.5258345552665,4.313250529284583,131.27983817772338,5.0,2020-04-09 00:00:00,2020-04-09 00:00:00,145.0
Nissan,Ariya,237.0,40310.77872461248,92.8338936230624,150.38357929912613,5.923837472492357,142.43115374577025,5.0,2019-03-26 00:00:00,2019-03-26 00:00:00,91.0
Ford,EQS,264.0,61710.95937094735,70.63979685473673,186.62315637742864,3.770511424393128,161.2204029249664,5.0,2023-06-14 00:00:00,2023-06-14 00:00:00,134.0
Polestar,Model Y,303.0,94846.70435031882,73.17352175159412,140.00959337816616,2.903340268695604,147.43682499480605,4.0,2020-06-11 00:00:00,2020-06-11 00:00:00,38.0
BMW,Leaf,257.0,47663.51657777569,61.68258288887847,141.7211628520206,4.646954240302055,115.52519683662229,5.0,2015-01-12 00:00:00,2015-01-12 00:00:00,23.0
Audi,i3,301.0,39501.91482718613,77.09457413593067,140.58359862425516,4.821290005711927,135.3044573626346,4.0,2017-11-21 00:00:00,2017-11-21 00:00:00,95.0
Rivian,EV6,350.0,83950.02877361605,63.01014386808029,51.98042623700789,5.748094820426928,141.34282495765072,5.0,2022-11-10 00:00:00,2021-06-14 00:00:00,121.0
Polestar,EV6,255.0,50088.4146023584,74.9947603971053,191.70189399423887,6.141461066336214,120.39679816685486,5.0,2022-03-13 00:00:00,2022-03-13 00:00:00,137.0
Volkswagen,EV6,352.0,60155.71905124431,61.25316610992546,152.08295466250877,4.983718268158304,98.11923975800468,5.0,2023-03-05 00:00:00,2023-03-05 00:00:00,91.0
Tesla,I-PACE,203.0,61115.22644687089,68.46613223435446,132.99995129377726,5.9970849243395445,130.19685366401148,2.0,2018-11-10 00:00:00,2018-11-10 00:00:00,146.0
Nissan,e-tron,271.0,54289.87369366957,83.17436846834781,143.43259107809232,4.983718268158304,131.18594902031552,5.0,2023-07-10 00:00:00,2023-07-10 00:00:00,106.0
Volkswagen,I-PACE,290.0,55633.87993678811,82.56939968394055,127.86776769150654,3.884202215789046,125.252144198139,5.0,2020-07-09 00:00:00,2020-07-09 00:00:00,150.0
Rivian,Bolt,253.0,66606.05223909141,57.825261195457045,47.99127102566064,4.983718268158304,124.6295230120498,5.0,2018-08-14 00:00:00,2018-08-14 00:00:00,104.0
Nissan,EV6,272.0,71951.72983236017,65.99364916180089,128.1038183164312,4.117012796687391,150.76596674535347,5.0,2021-09-03 00:00:00,2021-09-03 00:00:00,130.0
Volvo,R1T,369.0,50945.04116149527,70.38020580747636,149.62993574090606,5.771946952148149,118.67792434073974,5.0,2018-03-23 00:00:00,2018-03-23 00:00:00,91.0
Polestar,Kona,361.0,68041.47305978712,72.47736529893561,109.42181619132214,3.847227257125475,162.96197460386657,5.0,2022-08-08 00:00:00,2022-08-08 00:00:00,44.0
Jaguar,Kona,336.0,33025.19643016622,77.9559821508311,152.5655456110925,5.160914370728749,100.24096854592034,5.0,2022-10-09 00:00:00,2022-10-09 00:00:00,213.0
Polestar,ID.4,352.0,62321.336286245154,86.32168143122577,192.41038931767207,5.308667712026688,144.48569045103193,5.0,2016-02-26 00:00:00,2016-02-26 00:00:00,59.0
Mercedes-Benz,ID.4,268.0,38827.1220927871,72.8906104639355,120.22884344765734,5.244714191591893,129.93673299963834,5.0,2015-09-30 00:00:00,2015-09-30 00:00:00,61.0
Ford,EV6,238.0,49873.5903957638,76.40295197881902,78.04977939577962,5.9616337288044265,81.92533907799225,5.0,2022-07-08 00:00:00,2022-07-08 00:00:00,110.0
Volkswagen,Niro,259.0,45350.50565942131,63.22252829710656,152.4948492576252,5.493466967954541,127.30629661895856,5.0,2020-05-24 00:00:00,2020-05-24 00:00:00,105.0
Volkswagen,e-tron,267.0,57566.22886283336,97.52114431416685,171.3258127454055,3.895466230288079,162.4729129897345,5.0,2018-01-08 00:00:00,2018-01-08 00:00:00,97.0
Mercedes-Benz,2,269.0,60155.71905124431,81.17628059553459,235.83649569579265,6.175550737565313,97.80349921534044,5.0,2015-06-22 00:00:00,2015-06-22 00:00:00,66.0
Volkswagen,Q4 e-tron,326.0,35384.888759850954,70.72444379925476,125.72778665976725,6.827310625543407,117.98270199474427,5.0,2018-10-21 00:00:00,2021-06-14 00:00:00,67.0
Mercedes-Benz,I-PACE,316.0,60951.678323051885,93.43839161525943,151.7055919240214,5.009225063463323,134.3900973035093,5.0,2017-05-08 00:00:00,2017-05-08 00:00:00,56.0
Nissan,Ariya,291.0,60155.71905124431,80.55691591801154,210.70292553218195,4.983718268158304,160.04006736965496,5.0,2015-08-05 00:00:00,2015-08-05 00:00:00,74.0
Mercedes-Benz,2,299.0,74699.84232563975,78.29921162819875,107.02684593502087,3.679160058758634,174.81158114479763,5.0,2019-06-20 00:00:00,2019-06-20 00:00:00,104.0
Jaguar,2,354.0,74093.35415973532,75.07177079867655,177.81336535676047,3.9579416250187176,159.3152183559423,4.0,2018-03-22 00:00:00,2018-03-22 00:00:00,93.0
Mercedes-Benz,EQS,235.0,44638.00306769178,90.24001533845887,176.15941817103294,6.995086788472825,109.72023859232256,5.0,2019-11-03 00:00:00,2019-11-03 00:00:00,91.0
Polestar,EV6,339.0,49848.34557579481,99.19672787897404,180.9018964073638,6.436214146449807,103.01205974411184,4.0,2019-12-16 00:00:00,2019-12-16 00:00:00,49.0
Volvo,i3,194.0,64890.25934872559,89.98629674362793,120.69511606827632,5.054270945487488,172.25438580935506,5.0,2019-02-26 00:00:00,2019-02-26 00:00:00,91.0
Mercedes-Benz,Model Y,271.0,33897.37690609599,74.9947603971053,104.02882516584788,5.595204490175323,107.73098093253932,7.0,2023-03-23 00:00:00,2023-03-23 00:00:00,103.0
Chevrolet,Model 3,375.0,104156.29388947428,95.09146944737132,150.38357929912613,4.726717713247842,192.4708484795564,5.0,2015-08-02 00:00:00,2015-08-02 00:00:00,14.0
Mercedes-Benz,ID.Buzz,315.0,59848.98959991757,71.0899479995878,149.36732429056931,3.9669660958406063,107.75612478188243,5.0,2019-06-07 00:00:00,2019-06-07 00:00:00,91.0
Volkswagen,F-150 Lightning,276.0,95244.94230432514,61.76971152162572,83.04530775672457,5.479842359250066,121.02725133472094,5.0,2016-10-12 00:00:00,2016-10-12 00:00:00,82.0
Polestar,iX,345.0,100996.58735599894,87.14793677999472,176.00265556694012,4.935542317901127,152.64544463089695,5.0,2022-12-11 00:00:00,2022-12-11 00:00:00,56.0
Kia,Model 3,329.0,75647.52460694918,96.60762303474591,191.98616529458693,4.3642801200302985,158.3021009583717,5.0,2016-12-24 00:00:00,2016-12-24 00:00:00,66.0
Lucid,ID.Buzz,327.0,70332.09753154415,74.9954876577207,87.53463643405951,4.7149324538619135,128.60431796107338,5.0,2021-10-14 00:00:00,2021-10-14 00:00:00,94.0
Polestar,Model Y,289.0,50944.09421601011,99.72547108005054,194.94529914962345,5.074244779213437,98.28081700065206,5.0,2021-07-11 00:00:00,2021-07-11 00:00:00,45.0
Rivian,F-150 Lightning,347.0,86788.70821337633,53.24354106688165,91.65275106956848,4.005151618016008,157.1639371179751,5.0,2019-02-25 00:00:00,2019-02-25 00:00:00,103.0
Lucid,2,267.0,48794.930165702135,73.61465082851068,113.55906694812272,4.963686406301347,117.75061628447833,7.0,2015-08-18 00:00:00,2020-02-10 00:00:00,94.0
Tesla,e-tron,265.0,20171.26731402545,62.201336570127246,151.35409065339263,6.460582873718417,109.20795589271567,5.0,2016-09-14 00:00:00,2016-09-14 00:00:00,114.0
Tesla,Leaf,393.0,89759.88667767958,61.909433388397886,154.84262864032152,4.678753448870751,157.2572104492413,5.0,2016-10-07 00:00:00,2016-10-07 00:00:00,99.0
Rivian,i3,275.0,68320.01486718585,74.52507433592922,217.71015192425665,4.766527335283433,165.20958909148945,4.0,2021-08-05 00:00:00,2021-08-05 00:00:00,91.0
Polestar,ID.Buzz,299.0,44669.26342349103,100.84131711745512,181.6936222141832,6.127456438873807,129.93673299963834,5.0,2015-08-18 00:00:00,2020-10-09 00:00:00,37.0
Nissan,iX,353.0,74550.50813554587,94.76254067772936,163.8233734367366,5.940977379594956,127.61380923311997,5.0,2021-11-03 00:00:00,2021-11-03 00:00:00,91.0
Rivian,R1T,368.0,71639.94989985539,95.92974949927694,116.44680798826316,3.989154836179777,177.10044396537918,5.0,2015-08-18 00:00:00,2022-10-05 00:00:00,106.0
Volvo,ID.Buzz,288.0,89698.02128621236,81.67010643106181,125.0355345929828,6.119864250532955,190.1076880952771,5.0,2018-06-28 00:00:00,2018-06-28 00:00:00,82.0
Lucid,Leaf,195.0,28497.939238958443,70.6896961947922,101.94541669565744,6.647969905944202,96.59451053841784,4.0,2015-12-28 00:00:00,2015-12-28 00:00:00,56.0
Lucid,e-tron,297.0,90505.67503161484,80.02837515807425,126.07723818367133,5.693579743926678,129.93673299963834,5.0,2016-04-02 00:00:00,2016-04-02 00:00:00,56.0
Volkswagen,Mach-E,299.0,92654.23686583528,53.7611843291764,236.27603221545797,7.330418088710733,201.75855632726456,5.0,2023-12-29 00:00:00,2023-12-29 00:00:00,115.0
Audi,F-150 Lightning,310.0,52825.1776538081,98.17588826904051,150.38357929912613,6.002627334444943,137.68179407264827,5.0,2016-06-26 00:00:00,2016-06-26 00:00:00,79.0
BMW,2,338.0,66859.57661145629,48.24288305728145,159.10575166987255,4.983718268158304,138.2581495032412,5.0,2018-05-06 00:00:00,2018-05-06 00:00:00,36.0
Chevrolet,Silverado EV,341.0,74671.10586297342,73.0805293148671,127.9833185476651,3.884284737534144,145.6168558545198,4.0,2022-08-29 00:00:00,2022-08-29 00:00:00,22.0
Lucid,XC40 Recharge,348.0,124370.35234726296,74.99176173631471,103.18626124184075,2.392144223196474,172.81361539678855,5.0,2017-05-18 00:00:00,2017-05-18 00:00:00,91.0
Kia,Model 3,393.0,56225.89668102075,87.70448340510374,157.37264039421558,6.50148843990886,148.05201220427006,4.0,2015-04-19 00:00:00,2015-04-19 00:00:00,91.0
Polestar,2,354.0,28208.02248424016,81.59011242120081,157.46810590710822,6.998895137628107,111.83450185242909,5.0,2018-04-01 00:00:00,2018-04-01 00:00:00,108.0
Jaguar,ID.Buzz,295.0,20813.73256344616,82.58366281723079,208.0303464432244,7.578700319868338,83.14107541864232,7.0,2022-01-16 00:00:00,2022-01-16 00:00:00,196.0
Mercedes-Benz,EV6,244.0,51572.88044676171,39.74940223380854,125.52225105634568,5.960756968989112,129.93673299963834,5.0,2022-06-19 00:00:00,2022-06-19 00:00:00,103.0
Audi,Kona,321.0,82092.34352169855,72.48671760849275,128.01728817574397,6.259380080568566,124.09025614044022,4.0,2021-07-07 00:00:00,2021-07-07 00:00:00,132.0
Lucid,Niro,290.0,39307.04403880204,65.49522019401019,111.2475774478853,3.825612465589893,95.78982238995307,5.0,2023-10-08 00:00:00,2023-10-08 00:00:00,137.0
Rivian,2,335.0,60121.71318891058,77.23856594455289,161.02066762886608,4.960683458579318,131.2487386981996,4.0,2022-04-27 00:00:00,2022-04-27 00:00:00,113.0
Polestar,ID.4,256.0,46347.05154799682,73.0202577399841,203.58043769031065,4.355934135160879,130.85679856467493,5.0,2023-10-22 00:00:00,2023-10-22 00:00:00,144.0
Audi,iX,284.0,36203.19072100443,78.32095360502217,201.67158010514424,3.8546657456857543,130.80364499703933,5.0,2022-03-02 00:00:00,2022-03-02 00:00:00,133.0
Nissan,Bolt,300.0,68488.0543241877,57.11027162093853,235.7082024977224,4.983718268158304,153.9604666973605,5.0,2021-11-22 00:00:00,2021-11-22 00:00:00,108.0
Chevrolet,Model Y,253.0,20670.128369179,76.525641845895,86.63988297438374,4.588611064246697,115.6253977157454,5.0,2018-12-07 00:00:00,2018-12-07 00:00:00,16.0
Hyundai,ID.Buzz,301.0,78110.02410707323,101.24512053536615,166.60403937111064,4.482929493951595,151.3923984809145,5.0,2019-06-15 00:00:00,2019-06-15 00:00:00,30.0
Hyundai,Model Y,339.0,61681.95960449215,106.93479802246073,172.3860294385548,5.458595583877337,130.97820515921725,5.0,2017-05-24 00:00:00,2017-05-24 00:00:00,24.0
Volkswagen,EV6,395.0,93242.0155585916,95.25507779295803,76.19185722420112,4.983718268158304,166.39899799912078,5.0,2023-08-06 00:00:00,2023-08-06 00:00:00,143.0
Volkswagen,Air,263.0,54260.897837467695,47.55448918733849,197.97879137270556,3.2656662564784447,96.7436440604442,7.0,2021-12-13 00:00:00,2021-12-13 00:00:00,127.0
Nissan,Leaf,345.0,32625.977753719817,70.65488876859908,150.38357929912613,5.701192736928407,124.23094181854408,5.0,2020-06-06 00:00:00,2020-06-06 00:00:00,88.0
Jaguar,F-150 Lightning,201.0,54855.22879434597,67.51114397172985,137.89167585366576,4.569558020307592,112.7480563967292,4.0,2015-09-24 00:00:00,2015-09-24 00:00:00,84.0
Volkswagen,I-PACE,299.0,52699.65546824409,77.29827734122044,67.45319708388192,7.030707123999902,113.11144811790696,4.0,2015-08-18 00:00:00,2023-11-09 00:00:00,96.0
BMW,iX,303.0,86139.51236975075,94.89756184875375,300.9486429705621,4.780253938288537,150.32983741027195,5.0,2022-11-14 00:00:00,2022-11-14 00:00:00,42.0
Lucid,i3,340.0,78409.64718276459,74.30823591382291,144.27076851807112,5.224859956126021,183.6515956099708,4.0,2022-06-08 00:00:00,2022-06-08 00:00:00,111.0
Chevrolet,Model 3,299.0,77517.29537357575,61.21147686787876,197.49262087452155,1.634861287258048,129.93673299963834,5.0,2019-06-06 00:00:00,2019-06-06 00:00:00,20.0
Polestar,ID.Buzz,312.0,57778.46102505991,92.42230512529954,151.33063894597925,5.519734952967065,129.3711301630964,5.0,2015-08-18 00:00:00,2023-01-28 00:00:00,58.0
Rivian,Bolt,355.0,48293.001883874174,80.57500941937086,114.62525893812202,5.1265960453253925,117.35765415925157,5.0,2018-05-23 00:00:00,2018-05-23 00:00:00,92.0
Polestar,EV6,243.0,56323.58183943031,86.57790919715156,205.35882029912685,6.535727277476774,119.3939576434751,4.0,2023-06-15 00:00:00,2023-06-15 00:00:00,43.0
Nissan,XC40 Recharge,202.0,67892.34292812255,90.1567146406128,148.33128237771268,4.152820976856244,151.78799080556752,5.0,2015-03-28 00:00:00,2021-06-14 00:00:00,77.0
Tesla,Ariya,353.0,45110.80899452492,69.91404497262457,90.8644291411204,5.814660497006179,87.27662552347671,5.0,2020-04-09 00:00:00,2020-04-09 00:00:00,145.0
Rivian,e-tron,250.0,57631.33859775904,57.281692988795214,118.34965108193632,3.981975061507412,153.52807010322942,5.0,2021-11-24 00:00:00,2021-11-24 00:00:00,164.0
Rivian,EQE,299.0,70371.25968447998,78.25629842239992,150.38357929912613,3.326386154574478,141.28995832731096,5.0,2023-10-20 00:00:00,2023-10-20 00:00:00,153.0
Ford,Air,397.0,60155.71905124431,69.84460700627484,145.53612827899136,3.7449801226096,168.87836899521903,5.0,2020-12-01 00:00:00,2020-12-01 00:00:00,100.0
Nissan,Model Y,341.0,43474.23098903872,76.1011549451936,135.95450620572993,4.943251013880667,138.11311775994943,4.0,2020-01-12 00:00:00,2020-01-12 00:00:00,91.0
Nissan,ID.Buzz,251.0,60155.71905124431,96.25439085965736,139.64032548999893,3.7360515679513617,161.28711871723817,4.0,2018-11-16 00:00:00,2018-11-16 00:00:00,95.0
Hyundai,Model 3,226.0,43359.70080521153,77.99350402605764,173.82142641142383,5.07455278889583,102.58044175109056,5.0,2022-06-13 00:00:00,2022-06-13 00:00:00,36.0
Kia,ID.Buzz,261.0,46515.83534794243,102.59917673971216,284.11846392727045,5.616567016277852,129.93673299963834,5.0,2016-02-14 00:00:00,2016-02-14 00:00:00,73.0
Polestar,ID.Buzz,308.0,100531.7608463124,79.41880423156194,153.693788004016,5.081277244697034,171.38014083137404,5.0,2017-02-23 00:00:00,2017-02-23 00:00:00,26.0
Jaguar,ID.Buzz,287.0,66747.92372347125,74.9947603971053,109.25803243804214,2.84781263755104,134.01501853654088,5.0,2019-08-02 00:00:00,2019-08-02 00:00:00,133.0
Kia,I-PACE,299.0,60155.71905124431,56.09275422005591,263.2673666703508,4.378227439200165,152.08030060746756,5.0,2023-02-17 00:00:00,2023-02-17 00:00:00,159.0
Mercedes-Benz,XC40 Recharge,299.0,49030.225058037,78.36112529018502,223.84768121294536,3.1918441461732505,125.56913062305772,5.0,2017-04-15 00:00:00,2017-04-15 00:00:00,78.0
BMW,e-tron,263.0,87082.4133954588,61.257066977294045,150.38357929912613,5.922646412306433,166.54799293135267,5.0,2020-06-14 00:00:00,2020-06-14 00:00:00,33.0
Volvo,R1T,342.0,57648.1142956457,83.00557147822849,156.8649019741872,6.2489094111798655,122.48004140567892,5.0,2015-03-29 00:00:00,2015-03-29 00:00:00,67.0
Mercedes-Benz,EQE,375.0,83060.15485823175,73.30077429115872,169.76312283647312,4.418302493715264,158.7122407909066,5.0,2020-02-22 00:00:00,2020-02-22 00:00:00,96.0
Tesla,EQE,284.0,60155.71905124431,72.810090935293,32.88566598547634,4.557371226455167,129.93673299963834,4.0,2023-08-16 00:00:00,2023-08-16 00:00:00,186.0
Rivian,ID.4,323.0,41096.45577776823,76.27727888884114,70.14757977187746,5.281113196126434,144.63809602036773,5.0,2018-08-11 00:00:00,2018-08-11 00:00:00,94.0
Hyundai,Kona,256.0,55767.32155442022,78.49660777210109,193.69868594200716,3.815019173953295,111.69200806582649,5.0,2019-02-23 00:00:00,2019-02-23 00:00:00,32.0
Tesla,iX,292.0,90076.39290360735,74.48696451803674,222.18857513079803,6.091021588899226,182.14042931558768,5.0,2017-04-30 00:00:00,2017-04-30 00:00:00,114.0
Rivian,F-150 Lightning,255.0,87185.94370716812,107.0497185358406,59.65169170513471,3.4090092149041435,150.88762376688328,4.0,2015-11-18 00:00:00,2015-11-18 00:00:00,79.0
BMW,iX,361.0,66609.85590411018,63.41927952055093,106.170878150549,5.569403512538439,118.5444955024621,4.0,2023-12-12 00:00:00,2023-12-12 00:00:00,50.0
Kia,R1T,274.0,54009.59818576674,90.36299092883372,116.77409526837874,4.480301869850777,137.52263944041852,5.0,2017-05-25 00:00:00,2017-05-25 00:00:00,81.0
Nissan,iX,322.0,72334.94571818219,93.83472859091098,103.1216807268138,5.267346619122974,125.03165229279595,7.0,2015-06-29 00:00:00,2015-06-29 00:00:00,80.0
Volkswagen,Mach-E,331.0,38735.73637542517,58.38868187712581,165.2156654963308,5.144562519625903,77.76820741820062,2.0,2016-09-22 00:00:00,2016-09-22 00:00:00,80.0
Polestar,i3,455.0,78469.35437156171,75.84677185780859,187.24594494172783,5.363176232584361,143.76372744209775,5.0,2015-08-18 00:00:00,2021-08-22 00:00:00,39.0
Volkswagen,Ioniq 5,286.0,60155.71905124431,80.34371980183916,99.04680987722304,6.097770504757614,119.62295838088131,5.0,2021-09-08 00:00:00,2021-09-08 00:00:00,113.0
Polestar,Model Y,261.0,57648.02676123333,74.9947603971053,78.9876411369479,4.685268977463961,131.6779928519082,5.0,2021-03-21 00:00:00,2021-03-21 00:00:00,120.0
Audi,XC40 Recharge,296.0,69285.6241444687,76.98312072234351,91.24082484988374,5.081907385863033,142.25383222790737,5.0,2015-07-30 00:00:00,2015-07-30 00:00:00,77.0
Ford,ID.4,257.0,73415.88252268183,84.37941261340913,127.31853109508124,6.659208850114738,159.252609819442,5.0,2019-11-27 00:00:00,2019-11-27 00:00:00,115.0
Jaguar,iX,275.0,3407.4185069079504,43.55209253453975,229.41839262819212,6.152001618947101,40.871015981816,5.0,2016-04-17 00:00:00,2016-04-17 00:00:00,99.0
BMW,Kona,336.0,46686.43957426348,73.52219787131739,153.33998685831455,5.836894044036068,111.6273732089982,5.0,2015-02-19 00:00:00,2015-02-19 00:00:00,34.0
Ford,Air,266.0,42228.19577827905,68.69597889139524,246.4461578276676,4.983718268158304,76.68823968127047,5.0,2021-06-13 00:00:00,2021-06-13 00:00:00,91.0
Lucid,Niro,328.0,57475.04025505432,64.21020127527157,189.6194604324122,3.930484621974103,135.4726286352651,5.0,2023-07-19 00:00:00,2023-07-19 00:00:00,99.0
Lucid,Leaf,329.0,64131.42447976979,88.18712239884896,118.71139915424106,3.471997742471664,152.09938342036855,5.0,2022-07-12 00:00:00,2022-07-12 00:00:00,96.0
Polestar,EQS,312.0,76979.41241220623,90.4820620610312,156.7659843510271,4.720143996447491,142.10193256959107,5.0,2016-03-14 00:00:00,2016-03-14 00:00:00,122.0
Volvo,Ioniq 5,333.0,73150.38338253355,92.05191691266772,123.75247588416426,4.32715726502889,132.16181346505638,4.0,2019-05-08 00:00:00,2019-05-08 00:00:00,98.0
Rivian,Niro,285.0,85018.01333012976,87.77006665064881,95.28856961995578,3.5167942325529977,132.9017182132632,7.0,2016-06-08 00:00:00,2016-06-08 00:00:00,111.0
Ford,Model Y,199.0,40305.64466243089,57.04322331215445,134.62554198972566,3.374330136418484,135.83706310790814,5.0,2016-11-27 00:00:00,2016-11-27 00:00:00,80.0
Kia,I-PACE,302.0,47052.91127701022,77.18455638505111,150.38357929912613,4.925499157930794,134.75445160395094,4.0,2018-10-16 00:00:00,2018-10-16 00:00:00,111.0
